Flaschen_ID,y_hat
368,52.6756037602593
369,50.784097650788006
370,50.953197487599304
371,27.542095329222704
372,27.268854017941806
373,28.212685874552484
374,28.459287925698824
375,27.19653413680659
376,27.878463717013602
377,28.211633255790105
378,27.83233219272934
379,27.860103123264615
380,28.325990068853343
381,28.50077566224902
382,28.528061013112726
383,28.483277885291493
384,28.00209824590872
385,27.389646900609016
386,28.358317914044463
387,27.575525476507124
388,28.827057391323663
389,28.605361385087626
390,26.40092951545727
391,28.619935156513044
392,26.99351248971822
393,27.81260963979384
394,28.36857470053097
395,28.0307020336736
396,52.08837405795909
397,51.76072030635215
398,52.493407330406846
399,51.592921944463576
400,52.42977523269412
401,51.69444106935017
402,52.286755914377046
403,52.17038548463098
404,50.26709159010013
405,52.759014143135836
406,52.2866166571546
407,53.658224540913274
408,51.81890599749402
409,51.69193182460695
410,51.562608894026006
411,53.59466342752963
412,50.862555554324096
413,52.24369160887975
414,51.01438994953639
415,51.821131911065486
416,52.09434484072812
417,28.538750265469076
418,28.81394734618526
419,28.280399122621162
420,29.370128840505707
421,29.534047458635065
422,28.457479362244094
423,29.385105764545777
424,28.79462853300138
425,28.660915555359125
426,29.33345770888316
427,28.654789601003905
428,29.38235992978541
429,28.532169496458764
430,29.364618385802956
431,27.693535744243327
432,29.086307864834474
433,28.502644413336206
434,28.38886110985095
435,28.723335098705327
436,28.850713426994993
437,29.604859000876232
438,28.143948622760398
439,51.51418952002437
440,51.861302623901146
441,50.8903626695405
469,52.95978831562007
470,52.269333755854355
471,51.838141671541955
472,50.73949408077228
473,52.72531690469565
474,52.11357205537582
475,52.88970387625336
476,51.52733262385447
477,51.87369347064588
478,52.41166949797499
479,52.31540997604058
480,52.11260008119829
481,52.62348551729797
482,51.7373225100912
483,51.495627750347985
484,51.597525088073745
485,51.73254031994009
486,51.224014547846274
487,51.502538135492806
488,51.426350545873994
489,28.85531079696795
490,29.615433598134928
491,29.181467715683205
492,29.34312308194388
493,29.40654642941923
494,28.949263259599277
495,29.17180890726012
496,29.5839220728135
497,28.583717041399225
498,28.344664006807058
499,29.273253623447182
500,28.506596909772917
501,29.096040450301494
502,29.393687505504225
503,29.015659880315532
504,28.54713477266715
505,29.65612840733116
506,30.124206235325843
507,28.707155388969525
508,29.74722384628454
509,28.852118067258587
510,29.689142172917123
511,28.68906240290783
512,27.894771575321222
513,29.615424170299683
514,29.03866234348053
515,28.857491397391982
516,28.23945171476789
517,4.833702035909262
518,4.777442771545292
519,5.223950832532481
520,5.173100131084254
521,5.3238260151508605
522,28.498928698695146
523,27.60026406951087
524,26.88493745367738
525,28.763551603032894
526,28.384796123862337
527,28.20812810265881
528,26.87579774439149
529,27.937952408604197
530,27.702531850207826
531,27.720578763877327
532,27.550276981370352
533,28.375503295636648
534,28.524238791010482
535,28.466468982876513
536,28.03427863457057
537,29.024449600145324
538,27.793667457579545
539,26.81221798745615
540,28.697514774028257
541,27.517242733364213
542,27.753121331868037
543,28.52785124659919
544,27.88266736349228
545,27.530811304200327
546,27.521523968579707
547,28.274478626955514
548,28.014811615145994
549,28.722612535888473
550,26.635614776993542
551,51.91920743700327
552,52.1635118450719
553,51.74202389261155
554,51.48696582004225
555,51.06785918689656
556,52.21370255360956
557,52.241359319826906
558,52.295817019848435
559,52.735253201841935
560,51.6957096452964
561,51.87644435544258
562,51.83404744358929
563,52.76923692563046
564,52.55912702283357
565,51.82305501053104
566,51.80548595788773
567,52.57540811289416
568,52.435049767752496
569,52.13716315364979
570,51.43723804749067
571,52.095250938569514
572,28.321075648643287
573,29.999242789302173
574,29.83193553558268
575,29.388396623769943
576,28.677994266728362
577,28.607727854441606
578,30.057486186803594
579,28.18035950921721
580,29.52772625249107
581,28.611553822452784
582,28.340120887589627
583,27.90672970643694
584,29.162612766022512
585,28.995382946456502
586,29.328592814442565
587,29.857751508074067
588,28.468515727911715
589,28.68664280036608
590,29.209806483415598
591,29.223830101106294
592,28.275735716285773
593,28.972677682879656
594,51.890520686148044
595,51.660421127178545
596,52.89113985453367
597,51.43308435832237
598,52.47043020823991
599,28.630126717378808
600,27.228201250403778
601,28.39636185135724
602,27.269384026220735
603,29.001992084268352
604,27.052943699465303
605,27.85174931804358
606,28.177134822901586
607,28.181333098667075
608,27.882110550282633
609,28.185127751363773
610,28.01295828419864
611,28.36019383628885
612,27.279448066243575
613,27.799403098871522
614,28.595809621556832
615,28.701497006745818
616,28.511519250416434
617,27.76145250570162
618,28.05650061688474
619,27.906692584385738
620,27.54249702421474
621,29.19510549910671
622,27.901233502666145
623,28.53498679254892
624,51.747440048587855
625,51.648858634028166
626,51.254766824446186
627,51.50812690705336
628,51.801338612457776
629,51.374408494344245
630,51.468585718571894
631,51.81436199262688
632,51.2801511021652
633,50.82204644187377
634,51.06326310801183
635,51.3779559261987
636,51.691399598924285
637,52.354561935641705
638,50.48797898462782
639,52.55429214074889
640,51.624928702443874
641,50.71416506089833
